pipeID,N1,N2
3221,32590,32594
3222,32639,32590
3223,32592,32591
3224,32596,32592
3225,32594,32593
3226,32594,32595
3227,32595,32601
3228,32634,32595
3229,32602,32596
3230,32598,32597
3231,32618,32597
3232,32607,32599
3233,32600,32628
3234,32601,32604
3235,32632,32601
3236,32607,32602
3237,32608,32603
3238,32610,32605
3239,32618,32606
3240,32625,32607
3241,32610,32608
3242,32620,32610
3243,32624,32610
3244,32611,32613
3245,32611,32629
3246,32613,32612
3247,32613,32614
3248,32614,32631
3249,32642,32616
3250,32618,32626
3251,32684,32619
3252,32620,32647
3253,32620,32621
3254,32685,32622
3255,32658,32622
3256,32650,32623
3257,32623,32625
3258,32648,32623
3259,32624,32652
3260,32624,32626
3261,32645,32625
3262,32626,32627
3263,32627,32645
3264,32628,32708
3265,32629,32631
3266,32629,32636
3267,32630,32632
3268,32631,32662
3269,32678,32632
3270,32632,32633
3271,32679,32633
3272,32633,32634
3273,32634,32639
3274,32666,32634
3275,32635,32638
3276,32646,32635
3277,32636,32660
3278,32636,32637
3279,32641,32639
3280,32740,32639
3281,32640,32726
3282,32725,32641
3283,32641,32642
3284,32642,32643
3285,32700,32643
3286,32643,32644
3287,32644,32647
3288,32663,32644
3289,32681,32645
3290,32645,32648
3291,32646,32649
3292,32657,32646
3293,32687,32647
3294,32647,32652
3295,32648,32650
3296,32683,32648
3297,32650,32671
3298,32651,32650
3299,32676,32651
3300,32652,32675
3301,32655,32653
3302,32653,32654
3303,32654,32688
3304,32695,32656
3305,32657,32659
3306,32674,32657
3307,32658,32697
3308,32658,32685
3309,32660,32662
3310,32660,32714
3311,32672,32661
3312,32662,32719
3313,32666,32664
3314,32691,32665
3315,32680,32666
3316,32667,32668
3317,32681,32667
3318,32668,32683
3319,32669,32670
3320,32683,32669
3321,32670,32671
3322,32671,32672
3323,32672,32676
3324,32678,32673
3325,32674,32677
3326,32696,32674
3327,32675,32681
3328,32682,32675
3329,32966,32676
3330,32763,32678
3331,32678,32679
3332,32765,32679
3333,32679,32680
3334,32702,32680
3335,32686,32682
3336,32701,32684
3337,32685,32697
3338,32688,32686
3339,32687,32698
3340,32687,32688
3341,32687,32700
3342,32698,32689
3343,32689,32692
3344,32690,32728
3345,32692,32690
3346,32691,32825
3347,32694,32691
3348,32731,32693
3349,32694,32962
3350,32696,32694
3351,32697,32695
3352,32703,32695
3353,32704,32696
3354,32698,32707
3355,32737,32698
3356,32702,32699
3357,32700,32725
3358,32752,32701
3359,32758,32702
3360,32703,32711
3361,32705,32703
3362,32705,32704
3363,32704,32733
3364,32705,32754
3365,32707,32706
3366,32741,32707
3367,32734,32707
3368,32708,32713
3369,32708,32709
3370,32709,32710
3371,32710,32714
3372,32711,32754
3373,32711,32724
3374,32718,32712
3375,32717,32712
3376,32712,32798
3377,32713,32721
3378,32715,32714
3379,32716,32715
3380,32719,32716
3381,32717,32734
3382,32732,32717
3383,32718,32720
3384,32718,32793
3385,32719,32723
3386,32738,32720
3387,32790,32720
3388,32721,32727
3389,32800,32722
3390,32723,32736
3391,32724,32730
3392,32724,32774
3393,32729,32725
3394,T3,32726
3395,32726,32735
3396,32750,32726
3397,32727,32735
3398,32727,32744
3399,32728,32889
3400,32731,32728
3401,32728,32738
3402,32740,32729
3403,32729,32737
3404,32731,32739
3405,32906,32732
3406,32743,32734
3407,32747,32734
3408,32735,32783
3409,32736,32756
3410,32737,32741
3411,32742,32738
3412,32739,32746
3413,32739,32797
3414,32758,32740
3415,32781,32741
3416,32741,32761
3417,32786,32742
3418,32784,32742
3419,32803,32743
3420,32743,32748
3421,32744,32757
3422,32752,32744
3423,32751,32745
3424,32750,32745
3425,32746,32749
3426,32746,32764
3427,32747,32782
3428,32747,32808
3429,32748,32769
3430,32749,32759
3431,32749,32817
3432,32839,32750
3433,32751,32818
3434,32753,32751
3435,32752,32834
3436,32767,32753
3437,32826,32753
3438,32754,32834
3439,32754,32815
3440,32797,32755
3441,32763,32756
3442,32757,32787
3443,32765,32758
3444,32759,32760
3445,32759,32762
3446,32760,32813
3447,32773,32760
3448,32761,32775
3449,32763,32765
3450,32764,32806
3451,32817,32764
3452,32772,32765
3453,32815,32766
3454,32777,32767
3455,32767,32771
3456,32807,32768
3457,32769,32859
3458,32771,32770
3459,32771,32845
3460,32779,32772
3461,32773,32780
3462,32773,32816
3463,32775,32776
3464,32776,32907
3465,32789,32777
3466,32777,32852
3467,32812,32778
3468,32781,32779
3469,32780,32809
3470,32783,32781
3471,32781,32919
3472,32782,32792
3473,32782,32820
3474,32783,32811
3475,32790,32784
3476,32867,32784
3477,32784,32786
3478,32785,32928
3479,32870,32786
3480,32787,32819
3481,32814,32788
3482,32789,32795
3483,32789,32829
3484,32793,32790
3485,32790,32876
3486,32791,32837
3487,32791,32849
3488,32792,32805
3489,32792,32822
3490,32798,32793
3491,32793,32881
3492,32821,32794
3493,32796,32795
3494,32795,32799
3495,32801,32796
3496,32865,32796
3497,32797,32866
3498,32797,32806
3499,32798,32888
3500,32798,32800
3501,32803,32800
3502,32805,32801
3503,32801,32804
3504,32809,32802
3505,32803,32915
3506,32808,32803
3507,32805,32807
3508,32806,32842
3509,32806,32854
3510,32807,32887
3511,32820,32808
3512,32808,32823
3513,32809,32835
3514,32829,32810
3515,32811,32827
3516,32822,32811
3517,32812,32816
3518,32813,32812
3519,32813,32901
3520,32814,32813
3521,32821,32814
3522,32893,32815
3523,32815,32896
3524,32816,32835
3525,32816,32848
3526,32817,32830
3527,32819,32831
3528,32819,32836
3529,32820,32922
3530,32820,32822
3531,32821,32898
3532,32822,32923
3533,32823,32885
3534,32823,32824
3535,32841,32826
3536,32826,32845
3537,32827,32917
3538,32831,32828
3539,32828,32833
3540,32829,32855
3541,32830,32854
3542,32830,32832
3543,32831,32843
3544,32833,32839
3545,32834,32894
3546,32834,32893
3547,32835,32849
3548,32835,32918
3549,32836,32894
3550,32837,32846
3551,32837,32858
3552,32837,32838
3553,32873,32838
3554,32838,32840
3555,32844,32839
3556,32839,32841
3557,32841,32917
3558,32842,32916
3559,32842,32875
3560,32843,32900
3561,32843,32856
3562,32844,32862
3563,32844,32857
3564,32845,32852
3565,32848,32847
3566,32848,32909
3567,32851,32849
3568,32849,32858
3569,32849,32932
3570,32925,32850
3571,32877,32851
3572,32852,32860
3573,32886,32853
3574,32854,32875
3575,32854,32886
3576,32929,32856
3577,32857,32874
3578,32857,32912
3579,32858,32939
3580,32858,32882
3581,32859,33002
3582,32860,32865
3583,32912,32861
3584,32862,32943
3585,32862,32963
3586,32863,32925
3587,32914,32864
3588,32865,32887
3589,32867,32869
3590,32871,32867
3591,32872,32868
3592,32871,32870
3593,32895,32870
3594,32872,32871
3595,32876,32872
3596,32873,32890
3597,32874,32892
3598,32874,32980
3599,32875,32944
3600,32875,32879
3601,32876,32883
3602,32990,32877
3603,32878,32911
3604,32908,32878
3605,32881,32880
3606,32881,32883
3607,32882,32891
3608,32888,32883
3609,32885,32884
3610,32885,32905
3611,32886,32898
3612,32887,32923
3613,32905,32888
3614,32889,32968
3615,32916,32889
3616,32890,32957
3617,33056,32890
3618,32891,32954
3619,32891,32959
3620,32892,32913
3621,32892,32989
3622,32893,32981
3623,32893,32965
3624,32894,32965
3625,32894,32900
3626,32897,32895
3627,32895,32972
3628,32981,32896
3629,32896,32934
3630,32904,32897
3631,32897,32985
3632,32921,32898
3633,32902,32899
3634,32900,32974
3635,32900,32929
3636,32901,32902
3637,32902,32903
3638,32953,32903
3639,32903,32909
3640,32910,32904
3641,32904,32996
3642,33010,32906
3643,32915,32906
3644,32926,32907
3645,32907,32922
3646,32942,32908
3647,32908,32941
3648,32909,32978
3649,32909,32918
3650,32910,32920
3651,32910,33008
3652,32911,32936
3653,32925,32912
3654,32913,32931
3655,32913,33015
3656,32914,32945
3657,32921,32914
3658,32915,33025
3659,32926,32915
3660,32916,33003
3661,32916,32944
3662,32917,32919
3663,33117,32917
3664,32918,32932
3665,32918,32982
3666,32919,32931
3667,32919,32928
3668,32924,32920
3669,32920,32991
3670,32975,32921
3671,32923,32922
3672,32927,32924
3673,32993,32924
3674,32938,32926
3675,32928,32926
3676,32927,32930
3677,32927,33019
3678,32928,32937
3679,32929,33044
3680,32935,32930
3681,32930,33017
3682,32931,33035
3683,32931,32947
3684,32932,33004
3685,32932,32939
3686,32934,32933
3687,32934,32940
3688,32935,32938
3689,32935,33023
3690,32936,32953
3691,32936,32958
3692,32937,32979
3693,32948,32937
3694,32937,32938
3695,32939,33020
3696,32959,32939
3697,33074,32942
3698,32955,32942
3699,32943,32998
3700,32943,32967
3701,32944,32949
3702,32987,32946
3703,32947,32950
3704,32947,32951
3705,32950,32948
3706,32948,33046
3707,33043,32950
3708,32990,32952
3709,32953,32978
3710,32954,32956
3711,32957,32954
3712,32955,32958
3713,32955,32973
3714,32997,32957
3715,32958,32970
3716,32959,32997
3717,32968,32960
3718,32960,32961
3719,32961,32972
3720,32963,33054
3721,32963,32967
3722,32975,32964
3723,33055,32965
3724,32965,32974
3725,32977,32966
3726,32966,32969
3727,32967,33032
3728,32968,33038
3729,32984,32970
3730,32970,32971
3731,32985,32972
3732,32972,32994
3733,32973,33071
3734,32973,33014
3735,32974,33018
3736,33058,32974
3737,32975,33063
3738,33007,32976
3739,33022,32977
3740,32977,33063
3741,32978,32982
3742,32979,33036
3743,32979,32983
3744,32980,32989
3745,32980,32992
3746,32981,33066
3747,33055,32981
3748,32982,33000
3749,32982,33011
3750,32999,32984
3751,32984,33088
3752,32987,32985
3753,33060,32986
3754,33008,32987
3755,33033,32988
3756,32988,33061
3757,32988,32994
3758,32989,33015
3759,33065,32990
3760,33062,32992
3761,32992,33016
3762,33061,32994
3763,33000,32995
3764,33057,32997
3765,32998,33049
3766,32999,33009
3767,33086,32999
3768,33000,33004
3769,33032,33001
3770,33002,33012
3771,33004,33020
3772,33010,33005
3773,33005,33006
3774,33006,33007
3775,33007,33008
3776,33009,33011
3777,33009,33013
3778,33021,33010
3779,33011,33024
3780,33011,33098
3781,33012,33023
3782,33015,33027
3783,33016,33051
3784,33016,33068
3785,33023,33017
3786,33019,33017
3787,33018,33041
3788,33100,33019
3789,33020,33057
3790,33020,33037
3791,33021,33104
3792,33021,33022
3793,33022,33109
3794,33023,33039
3795,33103,33024
3796,33024,33037
3797,33025,33107
3798,33025,33042
3799,33025,33040
3800,33101,33026
3801,33043,33027
3802,33028,33030
3803,33028,33106
3804,33029,33072
3805,33031,33029
3806,33029,33034
3807,33030,33031
3808,33030,33102
3809,33031,33094
3810,33032,33054
3811,33061,33033
3812,33035,33110
3813,33042,33035
3814,33036,33042
3815,33046,33036
3816,33037,33064
3817,33099,33037
3818,33038,33053
3819,33039,33047
3820,33039,33048
3821,33039,33093
3822,33041,33044
3823,33042,33047
3824,33043,33046
3825,33044,33136
3826,33044,33059
3827,33066,33045
3828,33050,33046
3829,33047,33079
3830,33050,33047
3831,33048,33093
3832,33049,33052
3833,33051,33050
3834,33134,33050
3835,33051,33129
3836,33052,33137
3837,33053,33065
3838,33054,33059
3839,33070,33054
3840,33055,33132
3841,33055,33058
3842,33056,33057
3843,33057,33064
3844,33058,33135
3845,33058,33078
3846,33059,33077
3847,33075,33060
3848,33069,33060
3849,33063,33072
3850,33064,33089
3851,33065,33074
3852,33138,33066
3853,33132,33066
3854,33158,33067
3855,33073,33069
3856,33069,33075
3857,33152,33070
3858,33070,33076
3859,33071,33087
3860,33073,33071
3861,33072,33074
3862,33105,33073
3863,33075,33090
3864,33076,33082
3865,33076,33080
3866,33083,33077
3867,33077,33091
3868,33078,33165
3869,33136,33078
3870,33079,33112
3871,33080,33161
3872,33080,33081
3873,33082,33163
3874,33082,33084
3875,33110,33083
3876,33084,33091
3877,33084,33166
3878,33087,33085
3879,33086,33098
3880,33086,33114
3881,33088,33087
3882,33088,33114
3883,33099,33089
3884,33127,33089
3885,33090,33113
3886,33090,33092
3887,33170,33091
3888,33096,33091
3889,33093,33111
3890,33212,33094
3891,33102,33094
3892,33094,33155
3893,33095,33096
3894,33095,33097
3895,33174,33095
3896,33097,33117
3897,33097,33175
3898,33098,33103
3899,33098,33142
3900,33103,33099
3901,33100,33107
3902,33100,33104
3903,33100,33241
3904,33101,33192
3905,33157,33101
3906,33106,33102
3907,33102,33146
3908,33149,33103
3909,33104,33255
3910,33105,33140
3911,33113,33105
3912,33106,33124
3913,33107,33116
3914,33109,33108
3915,33115,33109
3916,33110,33121
3917,33112,33131
3918,33140,33113
3919,33114,33142
3920,33116,33115
3921,33205,33115
3922,33116,33261
3923,33125,33116
3924,33117,33119
3925,33124,33118
3926,33119,33120
3927,33119,33147
3928,33120,33121
3929,33151,33120
3930,33121,33123
3931,33127,33122
3932,33123,33128
3933,33188,33123
3934,33124,33195
3935,33126,33125
3936,33201,33125
3937,33130,33126
3938,33197,33126
3939,33127,33133
3940,33128,33129
3941,33185,33128
3942,33129,33134
3943,33131,33130
3944,33150,33130
3945,33134,33131
3946,33135,33165
3947,33135,33139
3948,33136,33215
3949,33137,33143
3950,33137,33152
3951,33189,33138
3952,33138,33159
3953,33139,33189
3954,33139,33169
3955,33190,33140
3956,33200,33141
3957,33142,33148
3958,33143,33216
3959,33143,33160
3960,33153,33144
3961,33153,33145
3962,33149,33148
3963,33148,33179
3964,33149,33184
3965,33150,33186
3966,33150,33203
3967,33284,33151
3968,33151,33156
3969,33152,33160
3970,33152,33154
3971,33212,33153
3972,33190,33153
3973,33154,33161
3974,33154,33162
3975,33157,33193
3976,33158,33157
3977,33159,33158
3978,33159,33244
3979,33159,33177
3980,33160,33227
3981,33160,33162
3982,33161,33163
3983,33161,33168
3984,33162,33233
3985,33162,33168
3986,33163,33166
3987,33163,33171
3988,33167,33164
3989,33165,33215
3990,33166,33173
3991,33166,33167
3992,33167,33170
3993,33168,33171
3994,33168,33211
3995,33169,33176
3996,33169,33172
3997,33178,33170
3998,33171,33196
3999,33171,33173
4000,33173,33178
4001,33173,33229
4002,33174,33230
4003,33174,33175
4004,33181,33175
4005,33217,33176
4006,33199,33176
4007,33178,33222
4008,33184,33180
4009,33181,33188
4010,33181,33224
4011,33182,33200
4012,33182,33219
4013,33185,33182
4014,33184,33183
4015,33187,33185
4016,33187,33204
4017,33188,33187
4018,33188,33220
4019,33189,33244
4020,33189,33225
4021,33234,33190
4022,33195,33191
4023,33193,33192
4024,33192,33208
4025,33193,33194
4026,33195,33202
4027,33206,33198
4028,33199,33315
4029,33199,33225
4030,33200,33207
4031,33203,33201
4032,33201,33209
4033,33202,33245
4034,33202,33205
4035,33207,33203
4036,33203,33214
4037,33205,33270
4038,33209,33205
4039,33265,33206
4040,33250,33206
4041,33207,33253
4042,33209,33263
4043,33210,33211
4044,33211,33232
4045,33212,33234
4046,33214,33213
4047,33214,33251
4048,33215,33217
4049,33216,33218
4050,33216,33227
4051,33217,33278
4052,33218,33282
4053,33243,33218
4054,33219,33220
4055,33219,33246
4056,33220,33248
4057,33220,33224
4058,33222,33221
4059,33222,33226
4060,33231,33223
4061,33224,33228
4062,33225,33278
4063,33225,33277
4064,33226,33237
4065,33226,33229
4066,33243,33227
4067,33227,33233
4068,33230,33228
4069,33228,33249
4070,33229,33239
4071,33229,33232
4072,33230,33275
4073,33272,33231
4074,33231,33252
4075,33233,33232
4076,33232,33242
4077,33234,33250
4078,33241,33235
4079,33269,33235
4080,33236,33245
4081,33303,33237
4082,33237,33238
4083,33301,33238
4084,33238,33239
4085,33239,33300
4086,33239,33242
4087,33241,33240
4088,33242,33296
4089,33242,33243
4090,33243,33291
4091,33244,33277
4092,33244,33256
4093,33247,33245
4094,33246,33274
4095,33246,33248
4096,33276,33247
4097,33248,33271
4098,33248,33249
4099,33249,33279
4100,33250,33265
4101,33251,33253
4102,33251,33285
4103,33327,33253
4104,33253,33254
4105,33254,33328
4106,33255,33290
4107,33257,33255
4108,33260,33257
4109,33258,33260
4110,33261,33258
4111,33258,33267
4112,33271,33259
4113,33261,33262
4114,33263,33292
4115,33270,33263
4116,33266,33264
4117,33265,33272
4118,33267,33266
4119,33266,33293
4120,33267,33268
4121,33269,33317
4122,33292,33270
4123,33271,33274
4124,33272,33276
4125,33275,33273
4126,33274,33280
4127,33281,33275
4128,33276,33317
4129,33277,33315
4130,33277,33319
4131,33278,33329
4132,33281,33279
4133,33280,33279
4134,33279,33294
4135,33280,33297
4136,33281,33299
4137,33291,33282
4138,33282,33283
4139,33283,33334
4140,33283,33298
4141,33284,33336
4142,33285,33287
4143,33285,33286
4144,33311,33288
4145,33292,33289
4146,33291,33296
4147,33291,33298
4148,33350,33292
4149,33309,33294
4150,33295,33294
4151,33295,33321
4152,33297,33295
4153,33300,33296
4154,33296,33304
4155,33297,33333
4156,33298,33352
4157,33298,33304
4158,33299,33345
4159,33299,33306
4160,33301,33300
4161,33300,33308
4162,33302,33301
4163,33301,33310
4164,33303,33302
4165,33302,33312
4166,33304,33355
4167,33304,33308
4168,33306,33305
4169,33309,33306
4170,33316,33307
4171,33314,33307
4172,33308,33357
4173,33308,33310
4174,33309,33323
4175,33310,33359
4176,33310,33312
4177,33311,33318
4178,33326,33311
4179,33312,33313
4180,33330,33314
4181,33316,33314
4182,33319,33315
4183,33315,33329
4184,33325,33316
4185,33317,33331
4186,33335,33318
4187,33318,33324
4188,33319,33322
4189,33347,33320
4190,33321,33323
4191,33321,33340
4192,33323,33342
4193,33339,33325
4194,33326,33325
4195,33335,33326
4196,33329,33362
4197,33329,33334
4198,33339,33330
4199,33330,33331
4200,33331,33337
4201,33333,33332
4202,33333,33341
4203,33334,33368
4204,33334,33347
4205,33350,33335
4206,33335,33356
4207,33336,33388
4208,33336,33378
4209,33337,33348
4210,33338,33360
4211,33338,33342
4212,33340,33338
4213,33356,33339
4214,33341,33340
4215,33342,33344
4216,33343,33351
4217,33344,33345
4218,33344,33360
4219,33345,33457
4220,33345,33366
4221,33389,33346
4222,33347,33352
4223,33439,33349
4224,33350,33353
4225,33351,33438
4226,33351,33441
4227,33352,33355
4228,33353,33370
4229,33353,33354
4230,33355,33357
4231,33355,33390
4232,33356,33358
4233,33357,33359
4234,33357,33399
4235,33370,33358
4236,33358,33369
4237,33359,33364
4238,33360,33366
4239,33369,33361
4240,33364,33363
4241,33364,33391
4242,33367,33365
4243,33366,33377
4244,33386,33367
4245,33368,33372
4246,33368,33371
4247,33375,33369
4248,33370,33375
4249,33383,33373
4250,33389,33374
4251,33375,33376
4252,33376,33380
4253,33376,33381
4254,33379,33395
4255,33379,33380
4256,33379,33397
4257,33380,33420
4258,33384,33381
4259,33383,33382
4260,33404,33383
4261,33384,33401
4262,33384,33385
4263,33386,33405
4264,33393,33386
4265,33387,33434
4266,33388,33407
4267,33388,33393
4268,33392,33389
4269,33389,33409
4270,33390,33432
4271,33390,33396
4272,33404,33392
4273,33392,33394
4274,33393,33411
4275,33397,33395
4276,33395,33408
4277,33397,33410
4278,33409,33398
4279,33401,33400
4280,33401,33419
4281,33401,33402
4282,33405,33403
4283,33407,33404
4284,33405,33406
4285,33407,33416
4286,33410,33408
4287,33408,33422
4288,33409,33418
4289,33410,33422
4290,33411,33413
4291,33411,33412
4292,33413,33426
4293,33415,33413
4294,33416,33414
4295,33416,33417
4296,33416,33431
4297,33418,33434
4298,33418,33424
4299,33420,33425
4300,33420,33421
4301,33422,33427
4302,33426,33423
4303,33426,33428
4304,33428,33437
4305,33428,33430
4306,33431,33429
4307,33431,33440
4308,33437,33433
4309,33435,33434
4310,33434,33435
4311,33435,33442
4312,33442,33436
4313,33437,33448
4314,33438,33443
4315,33438,33441
4316,33472,33439
4317,33443,33439
4318,33470,33441
4319,33442,33447
4320,33442,33449
4321,33443,33460
4322,33451,33444
4323,33448,33445
4324,33449,33446
4325,33449,33450
4326,33449,33451
4327,33451,33452
4328,33453,33454
4329,33453,33456
4330,33454,33467
4331,33454,33466
4332,33456,33455
4333,33456,33457
4334,33457,33463
4335,33461,33458
4336,33464,33459
4337,33460,33471
4338,33463,33461
4339,33461,33464
4340,33469,33462
4341,33463,33466
4342,33463,33473
4343,33464,33469
4344,33474,33465
4345,33466,33467
4346,33467,33473
4347,33474,33468
4348,33469,33474
4349,33470,33484
4350,33471,33470
4351,33471,33475
4352,33471,33472
4353,33472,33482
4354,33473,33477
4355,33475,33483
4356,33475,33476
4357,33477,33478
4358,33477,33480
4359,33480,33479
4360,33480,33481
4361,33482,33492
4362,33483,33482
4363,33483,33489
4364,33484,33486
4365,33484,33485
4366,33486,33488
4367,33486,33487
4368,33488,33487
4369,33487,33491
4370,33489,33488
4371,33489,33490
4372,33490,33492
4373,33490,33491
4374,33491,33493
4375,33492,33493
4376,33493,33494
4377,43503,43495
4378,43499,43496
4379,43496,43497
4380,43497,43499
4381,43507,43498
4382,43503,43499
4383,43509,43500
4384,43501,43523
4385,43510,43502
4386,43582,43503
4387,43515,43504
4388,43516,43505
4389,43507,43506
4390,43520,43507
4391,43509,43507
4392,43519,43508
4393,43510,43509
4394,43510,43511
4395,43524,43512
4396,43515,43513
4397,43517,43514
4398,43524,43515
4399,43518,43516
4400,43517,43516
4401,43519,43517
4402,43534,43518
4403,43521,43519
4404,43520,43522
4405,43520,43521
4406,43526,43521
4407,43523,43525
4408,43523,43524
4409,43525,43822
4410,43526,43529
4411,43527,43528
4412,43527,43531
4413,43528,43529
4414,43529,43565
4415,43529,43535
4416,43536,43530
4417,43531,43532
4418,43531,43537
4419,43532,43534
4420,43532,43538
4421,43536,43533
4422,43534,43535
4423,43534,43540
4424,43535,43544
4425,43537,43536
4426,43538,43537
4427,43541,43537
4428,43538,43540
4429,43538,43549
4430,43539,43542
4431,43540,43543
4432,43550,43540
4433,43542,43541
4434,43541,43545
4435,43542,43606
4436,43544,43543
4437,43543,43554
4438,43544,43548
4439,43546,43545
4440,43545,43547
4441,43546,43556
4442,43546,43547
4443,43547,43549
4444,43547,43559
4445,43548,43555
4446,43549,43550
4447,43549,43560
4448,43550,43551
4449,43551,43552
4450,43551,43577
4451,43552,43553
4452,43554,43553
4453,43563,43554
4454,43554,43555
4455,43564,43555
4456,43556,43558
4457,43557,43567
4458,43558,43575
4459,43559,43558
4460,43560,43559
4461,43559,43569
4462,43560,43570
4463,43560,43561
4464,43579,43562
4465,43563,43574
4466,43564,43563
4467,43566,43564
4468,43565,43578
4469,43576,43566
4470,43567,43566
4471,43568,43567
4472,43570,43569
4473,43569,43586
4474,43570,43587
4475,43570,43571
4476,43574,43572
4477,43575,43573
4478,43574,43576
4479,43575,43589
4480,43576,43583
4481,43578,43582
4482,43589,43579
4483,43579,43580
4484,43580,43581
4485,43580,43599
4486,43582,43584
4487,43585,43583
4488,43583,43596
4489,43584,43689
4490,43585,43584
4491,43604,43585
4492,43587,43586
4493,43586,43598
4494,43587,43588
4495,43589,43594
4496,43589,43593
4497,43591,43590
4498,43596,43591
4499,43591,43609
4500,43593,43592
4501,43593,43612
4502,43594,43599
4503,43594,43613
4504,43636,43595
4505,43596,43614
4506,43596,43597
4507,43620,43597
4508,43597,43601
4509,43598,43600
4510,43599,43603
4511,43604,43602
4512,43611,43604
4513,43609,43605
4514,43606,43624
4515,43606,43623
4516,43611,43607
4517,43638,43608
4518,43609,43619
4519,43609,43617
4520,43612,43610
4521,43621,43611
4522,43612,43613
4523,43612,43626
4524,43613,43616
4525,43613,43627
4526,43614,43620
4527,43619,43615
4528,43621,43618
4529,43619,43629
4530,43621,43633
4531,43635,43622
4532,43624,43632
4533,43626,43625
4534,43628,43626
4535,43627,43630
4536,43627,43628
4537,43628,43641
4538,43630,43641
4539,43630,43631
4540,43632,43634
4541,43633,43635
4542,43634,43654
4543,43635,43639
4544,43636,43635
4545,43638,43636
4546,43639,43637
4547,43638,43642
4548,43642,43639
4549,43639,43643
4550,43643,43640
4551,43641,43672
4552,43642,43644
4553,43643,43644
4554,43643,43649
4555,43644,43650
4556,43646,43645
4557,43649,43646
4558,43646,43655
4559,43663,43647
4560,43650,43648
4561,43649,43658
4562,43649,43651
4563,43650,43653
4564,43651,43660
4565,43651,43652
4566,43652,43656
4567,43652,43653
4568,43653,43659
4569,43654,43810
4570,43655,43671
4571,43655,43658
4572,43659,43656
4573,43656,43662
4574,43666,43657
4575,43658,43673
4576,43658,43660
4577,43659,43664
4578,43660,43661
4579,43661,43677
4580,43661,43662
4581,43662,43664
4582,43663,43681
4583,43665,43663
4584,43664,43674
4585,43665,43683
4586,43666,43665
4587,43668,43666
4588,43675,43667
4589,43668,43678
4590,43671,43668
4591,43699,43669
4592,43674,43670
4593,43673,43671
4594,43672,43727
4595,43724,43672
4596,43673,43688
4597,43675,43673
4598,43674,43682
4599,43676,43675
4600,43676,43690
4601,43677,43676
4602,43679,43677
4603,43678,43686
4604,43678,43680
4605,43682,43679
4606,43679,43687
4607,43681,43695
4608,43683,43681
4609,43682,43685
4610,43686,43683
4611,43687,43684
4612,T4,43685
4613,43689,43685
4614,43685,43693
4615,43688,43686
4616,43687,43691
4617,43688,43697
4618,43690,43688
4619,43689,43714
4620,43693,43690
4621,43690,43694
4622,43695,43692
4623,43693,43698
4624,43698,43694
4625,43694,43700
4626,43695,43708
4627,43697,43695
4628,43699,43696
4629,43697,43709
4630,43700,43697
4631,43698,43704
4632,43706,43699
4633,43699,43703
4634,43700,43710
4635,43704,43700
4636,43706,43701
4637,43703,43702
4638,43715,43703
4639,43704,43712
4640,43713,43705
4641,43713,43706
4642,43708,43707
4643,43709,43708
4644,43717,43709
4645,43710,43709
4646,43712,43710
4647,43711,43717
4648,43712,43721
4649,43720,43713
4650,43713,43715
4651,43714,43816
4652,43714,43719
4653,43723,43715
4654,43715,43718
4655,43718,43716
4656,43717,43721
4657,43726,43718
4658,43718,43722
4659,43732,43720
4660,43720,43723
4661,43744,43721
4662,43722,43731
4663,43722,43729
4664,43723,43736
4665,43723,43728
4666,43733,43724
4667,43726,43725
4668,43728,43726
4669,43728,43741
4670,43728,43731
4671,43733,43730
4672,43731,43739
4673,43744,43732
4674,43732,43736
4675,43742,43733
4676,43745,43734
4677,43739,43735
4678,43735,43738
4679,43735,43737
4680,43736,43757
4681,43736,43741
4682,43738,43740
4683,43738,43759
4684,43745,43739
4685,43740,43742
4686,43740,43753
4687,43741,43761
4688,43741,43749
4689,43742,43754
4690,43789,43743
4691,43743,43746
4692,43744,43757
4693,43752,43745
4694,43746,43790
4695,43780,43747
4696,43748,43769
4697,43751,43748
4698,43749,43766
4699,43749,43755
4700,43750,43778
4701,43775,43750
4702,43750,43751
4703,43769,43751
4704,43765,43752
4705,43752,43759
4706,43755,43787
4707,43755,43760
4708,43764,43756
4709,43757,43763
4710,43780,43758
4711,43759,43770
4712,43759,43764
4713,43760,43765
4714,43760,43767
4715,43761,43763
4716,43766,43761
4717,43771,43762
4718,43763,43772
4719,43764,43777
4720,43764,43771
4721,43774,43765
4722,43766,43773
4723,43783,43768
4724,43775,43769
4725,43771,43798
4726,43771,43783
4727,43772,43797
4728,43773,43772
4729,43787,43773
4730,43794,43774
4731,43774,43786
4732,43784,43775
4733,43795,43776
4734,43778,43782
4735,43784,43778
4736,43779,43800
4737,43788,43779
4738,43779,43792
4739,43790,43780
4740,43781,43808
4741,43799,43781
4742,43781,43792
4743,43783,43795
4744,43783,43793
4745,43785,43784
4746,43785,43796
4747,43791,43785
4748,43787,43805
4749,43787,43797
4750,43804,43788
4751,43796,43788
4752,43789,43790
4753,43791,43789
4754,43823,43791
4755,43792,43808
4756,43805,43794
4757,43794,43838
4758,43795,43801
4759,43796,43815
4760,43797,43849
4761,43808,43799
4762,43807,43800
4763,43800,43804
4764,43801,43835
4765,43801,43817
4766,43817,43802
4767,43803,43813
4768,43810,43803
4769,43804,43807
4770,43829,43805
4771,43805,43843
4772,43824,43806
4773,43815,43807
4774,43809,43839
